id,name,country,mechanic,govt_take_pct_at_75,contractor_npv_musd_at_75,irr_pct_at_75,breakeven_usd
28563,GOM Mississippi Canyon Block 295 — G31486,USA,Federal Offshore Lease — Relinquished,31.77,1603.2,,-1.0
28564,GOM Mississippi Canyon Block 297 — G34434,USA,Federal Offshore Lease — Expired,31.77,1603.2,,-1.0
28565,GOM Mississippi Canyon Block 298 — G28001,USA,Federal Offshore Lease — Expired,31.77,1603.2,,-1.0
28566,GOM Mississippi Canyon Block 305 — G35813,USA,Federal Offshore Lease — Expired,31.77,1603.2,,-1.0
28567,GOM Mississippi Canyon Block 319 — G31488,USA,Federal Offshore Lease,31.77,1603.2,,-1.0
28568,GOM Mississippi Canyon Block 328 — G31489,USA,Federal Offshore Lease — Relinquished,31.77,1603.2,,-1.0
28569,GOM Mississippi Canyon Block 338 — G36395,USA,Federal Offshore Lease,31.77,1603.2,,-1.0
28570,GOM Mississippi Canyon Block 341 — G24071,USA,Federal Offshore Lease — Expired,31.77,1603.2,,-1.0
28571,GOM Mississippi Canyon Block 343 — G24073,USA,Federal Offshore Lease — Expired,31.77,1603.2,,-1.0
28572,GOM Mississippi Canyon Block 346 — G36543,USA,Federal Offshore Lease,31.77,1603.2,,-1.0
28573,GOM Mississippi Canyon Block 356 — G31491,USA,Federal Offshore Lease — Relinquished,31.77,1603.2,,-1.0
28574,GOM Mississippi Canyon Block 366 — G27271,USA,Federal Offshore Lease,31.77,1603.2,,-1.0
28575,GOM Mississippi Canyon Block 374 — G33149,USA,Federal Offshore Lease — Relinquished,31.77,1603.2,,-1.0
28576,GOM Mississippi Canyon Block 375 — G36771,USA,Federal Offshore Lease — Relinquished,31.77,1603.2,,-1.0
28577,GOM Mississippi Canyon Block 389 — G34892,USA,Federal Offshore Lease — Expired,31.77,1603.2,,-1.0
28578,GOM Mississippi Canyon Block 411 — G25089,USA,Federal Offshore Lease — Relinquished,31.77,1603.2,,-1.0
28579,GOM Mississippi Canyon Block 417 — G34894,USA,Federal Offshore Lease,31.77,1603.2,,-1.0
28580,GOM Mississippi Canyon Block 418 — G33150,USA,Federal Offshore Lease — Expired,31.77,1603.2,,-1.0
28581,GOM Mississippi Canyon Block 419 — G33151,USA,Federal Offshore Lease — Expired,31.77,1603.2,,-1.0
28582,GOM Mississippi Canyon Block 426 — G36958,USA,Federal Offshore Lease,31.77,1603.2,,-1.0
28583,GOM Mississippi Canyon Block 435 — G36772,USA,Federal Offshore Lease — Relinquished,31.77,1603.2,,-1.0
28584,GOM Mississippi Canyon Block 436 — G36773,USA,Federal Offshore Lease — Relinquished,31.77,1603.2,,-1.0
28585,GOM Mississippi Canyon Block 437 — G31499,USA,Federal Offshore Lease,31.77,1603.2,,-1.0
28586,GOM Mississippi Canyon Block 455 — G32329,USA,Federal Offshore Lease — Relinquished,31.77,1603.2,,-1.0
28587,GOM Mississippi Canyon Block 470 — G24077,USA,Federal Offshore Lease — Expired,31.77,1603.2,,-1.0
28588,GOM Mississippi Canyon Block 480 — G36547,USA,Federal Offshore Lease,31.77,1603.2,,-1.0
28589,GOM Mississippi Canyon Block 499 — G24083,USA,Federal Offshore Lease — Relinquished,31.77,1603.2,,-1.0
28590,GOM Mississippi Canyon Block 502 — G24084,USA,Federal Offshore Lease — Producing,31.77,1603.2,,-1.0
28591,GOM Mississippi Canyon Block 511 — G36251,USA,Federal Offshore Lease — Expired,31.77,1603.2,,-1.0
28592,GOM Mississippi Canyon Block 512 — G37211,USA,Federal Offshore Lease,31.77,1603.2,,-1.0
28593,GOM Mississippi Canyon Block 518 — G35828,USA,Federal Offshore Lease — Expired,31.77,1603.2,,-1.0
28594,GOM Mississippi Canyon Block 525 — G31507,USA,Federal Offshore Lease — Unit,31.77,1603.2,,-1.0
28595,GOM Mississippi Canyon Block 540 — G26265,USA,Federal Offshore Lease — Relinquished,31.77,1603.2,,-1.0
28596,GOM Mississippi Canyon Block 545 — G36132,USA,Federal Offshore Lease — Unit,31.77,1603.2,,-1.0
28597,GOM Mississippi Canyon Block 554 — G36548,USA,Federal Offshore Lease — Expired,31.77,1603.2,,-1.0
28598,GOM Mississippi Canyon Block 556 — G36133,USA,Federal Offshore Lease — Expired,31.77,1603.2,,-1.0
28599,GOM Mississippi Canyon Block 560 — G24092,USA,Federal Offshore Lease — Relinquished,31.77,1603.2,,-1.0
28600,GOM Mississippi Canyon Block 565 — G33743,USA,Federal Offshore Lease,31.77,1603.2,,-1.0
28601,GOM Mississippi Canyon Block 588 — G35978,USA,Federal Offshore Lease — Expired,31.77,1603.2,,-1.0
28602,GOM Mississippi Canyon Block 589 — G35979,USA,Federal Offshore Lease — Unit,31.77,1603.2,,-1.0
28603,GOM Mississippi Canyon Block 590 — G34448,USA,Federal Offshore Lease — Expired,31.77,1603.2,,-1.0
28604,GOM Mississippi Canyon Block 609 — G34452,USA,Federal Offshore Lease,31.77,1603.2,,-1.0
28605,GOM Mississippi Canyon Block 611 — G35830,USA,Federal Offshore Lease — Unit,31.77,1603.2,,-1.0
28606,GOM Mississippi Canyon Block 630 — G28015,USA,Federal Offshore Lease — Relinquished,31.77,1603.2,,-1.0
28607,GOM Mississippi Canyon Block 631 — G37214,USA,Federal Offshore Lease — Relinquished,31.77,1603.2,,-1.0
28608,GOM Mississippi Canyon Block 646 — G37217,USA,Federal Offshore Lease — Relinquished,31.77,1603.2,,-1.0
28609,GOM Mississippi Canyon Block 654 — G28019,USA,Federal Offshore Lease — Expired,31.77,1603.2,,-1.0
28610,GOM Mississippi Canyon Block 676 — G33167,USA,Federal Offshore Lease — Relinquished,31.77,1603.2,,-1.0
28611,GOM Mississippi Canyon Block 676 — G37762,USA,Federal Offshore Lease,31.77,1603.2,,-1.0
28612,GOM Mississippi Canyon Block 678 — G35639,USA,Federal Offshore Lease — Expired,31.77,1603.2,,-1.0
28613,GOM Mississippi Canyon Block 678 — G37482,USA,Federal Offshore Lease,31.77,1603.2,,-1.0
28614,GOM Mississippi Canyon Block 688 — G33168,USA,Federal Offshore Lease — Relinquished,31.77,1603.2,,-1.0
28615,GOM Mississippi Canyon Block 693 — G36552,USA,Federal Offshore Lease,31.77,1603.2,,-1.0
28616,GOM Mississippi Canyon Block 694 — G35343,USA,Federal Offshore Lease — Relinquished,31.77,1603.2,,-1.0
28617,GOM Mississippi Canyon Block 697 — G36256,USA,Federal Offshore Lease — Relinquished,31.77,1603.2,,-1.0
28618,GOM Mississippi Canyon Block 699 — G37484,USA,Federal Offshore Lease — Relinquished,31.77,1603.2,,-1.0
28619,GOM Mississippi Canyon Block 700 — G37764,USA,Federal Offshore Lease,31.77,1603.2,,-1.0
28620,GOM Mississippi Canyon Block 701 — G35344,USA,Federal Offshore Lease — Relinquished,31.77,1603.2,,-1.0
28621,GOM Mississippi Canyon Block 705 — G31521,USA,Federal Offshore Lease,31.77,1603.2,,-1.0
28622,GOM Mississippi Canyon Block 708 — G37765,USA,Federal Offshore Lease,31.77,1603.2,,-1.0
28623,GOM Mississippi Canyon Block 709 — G27303,USA,Federal Offshore Lease — Relinquished,31.77,1603.2,,-1.0
28624,GOM Mississippi Canyon Block 712 — G36965,USA,Federal Offshore Lease,31.77,1603.2,,-1.0
28625,GOM Mississippi Canyon Block 714 — G36888,USA,Federal Offshore Lease,31.77,1603.2,,-1.0
28626,GOM Mississippi Canyon Block 727 — G35106,USA,Federal Offshore Lease — Relinquished,31.77,1603.2,,-1.0
28627,GOM Mississippi Canyon Block 737 — G36553,USA,Federal Offshore Lease,31.77,1603.2,,-1.0
28628,GOM Mississippi Canyon Block 738 — G33755,USA,Federal Offshore Lease — Expired,31.77,1603.2,,-1.0
28629,GOM Mississippi Canyon Block 741 — G34020,USA,Federal Offshore Lease — Relinquished,31.77,1603.2,,-1.0
28630,GOM Mississippi Canyon Block 742 — G32343,USA,Federal Offshore Lease — Unit,31.77,1603.2,,-1.0
28631,GOM Mississippi Canyon Block 745 — G36135,USA,Federal Offshore Lease — Relinquished,31.77,1603.2,,-1.0
28632,GOM Mississippi Canyon Block 754 — G24104,USA,Federal Offshore Lease,31.77,1603.2,,-1.0
28633,GOM Mississippi Canyon Block 756 — G36967,USA,Federal Offshore Lease,31.77,1603.2,,-1.0
28634,GOM Mississippi Canyon Block 758 — G26272,USA,Federal Offshore Lease — Expired,31.77,1603.2,,-1.0
28635,GOM Mississippi Canyon Block 759 — G35833,USA,Federal Offshore Lease — Producing,31.77,1603.2,,-1.0
28636,GOM Mississippi Canyon Block 784 — G35346,USA,Federal Offshore Lease — Relinquished,31.77,1603.2,,-1.0
28637,GOM Mississippi Canyon Block 786 — G32345,USA,Federal Offshore Lease,31.77,1603.2,,-1.0
28638,GOM Mississippi Canyon Block 789 — G32347,USA,Federal Offshore Lease — Expired,31.77,1603.2,,-1.0
28639,GOM Mississippi Canyon Block 796 — G24111,USA,Federal Offshore Lease — Relinquished,31.77,1603.2,,-1.0
28640,GOM Mississippi Canyon Block 803 — G37488,USA,Federal Offshore Lease,31.77,1603.2,,-1.0
28641,GOM Mississippi Canyon Block 811 — G34460,USA,Federal Offshore Lease — Unit,31.77,1603.2,,-1.0
28642,GOM Mississippi Canyon Block 832 — G33759,USA,Federal Offshore Lease — Expired,31.77,1603.2,,-1.0
28643,GOM Mississippi Canyon Block 838 — G24115,USA,Federal Offshore Lease — Relinquished,31.77,1603.2,,-1.0
28644,GOM Mississippi Canyon Block 838 — G33180,USA,Federal Offshore Lease — Relinquished,31.77,1603.2,,-1.0
28645,GOM Mississippi Canyon Block 839 — G24116,USA,Federal Offshore Lease — Relinquished,31.77,1603.2,,-1.0
28646,GOM Mississippi Canyon Block 840 — G27315,USA,Federal Offshore Lease — Relinquished,31.77,1603.2,,-1.0
28647,GOM Mississippi Canyon Block 841 — G24117,USA,Federal Offshore Lease — Relinquished,31.77,1603.2,,-1.0
28648,GOM Mississippi Canyon Block 848 — G37492,USA,Federal Offshore Lease,31.77,1603.2,,-1.0
28649,GOM Mississippi Canyon Block 855 — G36261,USA,Federal Offshore Lease,31.77,1603.2,,-1.0
28650,GOM Mississippi Canyon Block 864 — G31530,USA,Federal Offshore Lease — Relinquished,31.77,1603.2,,-1.0
28651,GOM Mississippi Canyon Block 874 — G32358,USA,Federal Offshore Lease — Relinquished,31.77,1603.2,,-1.0
28652,GOM Mississippi Canyon Block 885 — G24120,USA,Federal Offshore Lease — Relinquished,31.77,1603.2,,-1.0
28653,GOM Mississippi Canyon Block 895 — G33764,USA,Federal Offshore Lease — Expired,31.77,1603.2,,-1.0
28654,GOM Mississippi Canyon Block 896 — G24123,USA,Federal Offshore Lease — Relinquished,31.77,1603.2,,-1.0
28655,GOM Mississippi Canyon Block 896 — G37775,USA,Federal Offshore Lease,31.77,1603.2,,-1.0
28656,GOM Mississippi Canyon Block 897 — G36973,USA,Federal Offshore Lease,31.77,1603.2,,-1.0
28657,GOM Mississippi Canyon Block 904 — G33182,USA,Federal Offshore Lease — Relinquished,31.77,1603.2,,-1.0
28658,GOM Mississippi Canyon Block 904 — G36566,USA,Federal Offshore Lease — Relinquished,31.77,1603.2,,-1.0
28659,GOM Mississippi Canyon Block 926 — G34915,USA,Federal Offshore Lease — Relinquished,31.77,1603.2,,-1.0
28660,GOM Mississippi Canyon Block 943 — G34467,USA,Federal Offshore Lease — Unit,31.77,1603.2,,-1.0
28661,GOM Mississippi Canyon Block 951 — G27319,USA,Federal Offshore Lease — Expired,31.77,1603.2,,-1.0
28662,GOM Mississippi Canyon Block 960 — G24131,USA,Federal Offshore Lease — Expired,31.77,1603.2,,-1.0
28663,GOM Mississippi Canyon Block 970 — G25108,USA,Federal Offshore Lease — Relinquished,31.77,1603.2,,-1.0
28664,GOM Mississippi Canyon Block 974 — G27320,USA,Federal Offshore Lease — Relinquished,31.77,1603.2,,-1.0
28665,GOM Mississippi Canyon Block 976 — G33769,USA,Federal Offshore Lease — Expired,31.77,1603.2,,-1.0
28666,GOM Pensacola South Block 1123 — G26430,USA,Federal Offshore Lease — Expired,16.96,2101.7,,-1.0
28667,GOM Pensacola South Block 1166 — G24307,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28668,GOM Pensacola South Block 1075 — G27442,USA,Federal Offshore Lease — Expired,16.96,2101.7,,-1.0
28669,GOM Pensacola South Block 1117 — G27444,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28670,GOM Pensacola South Block 1155 — G23112,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28671,GOM Pensacola South Block 1158 — G23113,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28672,GOM Pensacola South Block A  54 — G26433,USA,Federal Offshore Lease — Expired,16.96,2101.7,,-1.0
28673,GOM Pensacola South Block A  57 — G26436,USA,Federal Offshore Lease — Expired,16.96,2101.7,,-1.0
28674,GOM Pensacola Block 934 — G32721,USA,Federal Offshore Lease — Expired,16.96,2101.7,,-1.0
28675,GOM Pensacola Block 977 — G23120,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28676,GOM Pensacola Block 974 — G25501,USA,Federal Offshore Lease — Expired,16.96,2101.7,,-1.0
28677,GOM Pensacola Block 1011 — G30993,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28678,GOM Pensacola Block A  43 — G23134,USA,Federal Offshore Lease — Expired,16.96,2101.7,,-1.0
28679,GOM Pensacola Block A  43 — G30994,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28680,GOM Pensacola Block A 101 — G27462,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28681,GOM GOM MU Block 743 — G27464,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28682,GOM GOM MU Block 744 — G37652,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28683,GOM GOM MU Block 768 — G24318,USA,Federal Offshore Lease — Expired,16.96,2101.7,,-1.0
28684,GOM GOM MU Block 777 — G37656,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28685,GOM GOM MU Block 781 — G25502,USA,Federal Offshore Lease — Expired,16.96,2101.7,,-1.0
28686,GOM GOM MU Block 783 — G30607,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28687,GOM GOM MU Block 798 — G37662,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28688,GOM GOM MU Block 799 — G26441,USA,Federal Offshore Lease — Expired,16.96,2101.7,,-1.0
28689,GOM GOM MU Block 801 — G37665,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28690,GOM GOM MU Block 803 — G27465,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28691,GOM GOM MU Block 806 — G33390,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28692,GOM GOM MU Block 813 — G37667,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28693,GOM GOM MU Block 836 — G37677,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28694,GOM GOM MU Block 855 — G30610,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28695,GOM GOM MU Block A  82 — G24326,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28696,GOM GOM MU Block A  96 — G23148,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28697,GOM GOM MU Block A 121 — G24329,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28698,GOM Mississippi Island Block 557 — G32725,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28699,GOM Mississippi Island Block 603 — G24334,USA,Federal Offshore Lease — Expired,16.96,2101.7,,-1.0
28700,GOM Walker Ridge Block 60 — G15362,USA,Federal Offshore Lease,31.77,1603.2,,-1.0
28701,GOM Walker Ridge Block 64 — G01077,USA,Federal Offshore Lease,31.77,1603.2,,-1.0
28702,GOM Walker Ridge Block 66 — G16475,USA,Federal Offshore Lease — Expired,31.77,1603.2,,-1.0
28703,GOM Walker Ridge Block 67 — G12994,USA,Federal Offshore Lease — Relinquished,31.77,1603.2,,-1.0
28704,GOM Walker Ridge Block 74 — G01084,USA,Federal Offshore Lease — Unit,31.77,1603.2,,-1.0
28705,GOM Walker Ridge Block 80 — G15364,USA,Federal Offshore Lease — Expired,31.77,1603.2,,-1.0
28706,GOM Walker Ridge Block 87 — G02935,USA,Federal Offshore Lease — Expired,31.77,1603.2,,-1.0
28707,GOM Walker Ridge Block 97 — G01875,USA,Federal Offshore Lease,31.77,1603.2,,-1.0
28708,GOM Walker Ridge Block 97 — G08457,USA,Federal Offshore Lease,31.77,1603.2,,-1.0
28709,GOM Walker Ridge Block 98 — G07793,USA,Federal Offshore Lease,31.77,1603.2,,-1.0
28710,GOM Walker Ridge Block 98 — G01095,USA,Federal Offshore Lease — Expired,31.77,1603.2,,-1.0
28711,GOM Walker Ridge Block 105 — 00842,USA,Federal Offshore Lease — Relinquished,31.77,1603.2,,-1.0
28712,GOM Walker Ridge Block 106 — G01099,USA,Federal Offshore Lease — Relinquished,31.77,1603.2,,-1.0
28713,GOM Walker Ridge Block 106 — G08735,USA,Federal Offshore Lease — Unit,31.77,1603.2,,-1.0
28714,GOM Walker Ridge Block 107 — G04244,USA,Federal Offshore Lease — Relinquished,31.77,1603.2,,-1.0
28715,GOM Walker Ridge Block 107 — G01591,USA,Federal Offshore Lease — Relinquished,31.77,1603.2,,-1.0
28716,GOM Walker Ridge Block 115 — G12996,USA,Federal Offshore Lease — Expired,31.77,1603.2,,-1.0
28717,GOM Walker Ridge Block 119 — G08741,USA,Federal Offshore Lease — Expired,31.77,1603.2,,-1.0
28718,GOM Walker Ridge Block 122 — G08459,USA,Federal Offshore Lease — Expired,31.77,1603.2,,-1.0
28719,GOM Walker Ridge Block 140 — G19845,USA,Federal Offshore Lease — Expired,31.77,1603.2,,-1.0
28720,GOM Walker Ridge Block 144 — G12073,USA,Federal Offshore Lease,31.77,1603.2,,-1.0
28721,GOM Walker Ridge Block 148 — G04477,USA,Federal Offshore Lease,31.77,1603.2,,-1.0
28722,GOM Walker Ridge Block 148 — G19846,USA,Federal Offshore Lease — Expired,31.77,1603.2,,-1.0
28723,GOM Walker Ridge Block 149 — G02172,USA,Federal Offshore Lease — Relinquished,31.77,1603.2,,-1.0
28724,GOM Sonangol Point Block 17 — G14568,USA,Federal Offshore Lease — Expired,16.96,2101.7,,-1.0
28725,GOM Sonangol Point Block 38 — G14572,USA,Federal Offshore Lease — Expired,16.96,2101.7,,-1.0
28726,GOM Sonangol Point Block 44 — G04896,USA,Federal Offshore Lease — Expired,16.96,2101.7,,-1.0
28727,GOM Sonangol Point Block 46 — G15367,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28728,GOM Sonangol Point Block 63 — G13647,USA,Federal Offshore Lease,16.96,2101.7,,-1.0
28729,GOM Sonangol Point Block 69 — G14574,USA,Federal Offshore Lease — Expired,16.96,2101.7,,-1.0
28730,GOM Sonangol Point Block 72 — G12079,USA,Federal Offshore Lease,16.96,2101.7,,-1.0
28731,GOM Sonangol Point Block 74 — G01615,USA,Federal Offshore Lease — Expired,16.96,2101.7,,-1.0
28732,GOM Sonangol Point Block 76 — G06803,USA,Federal Offshore Lease — Expired,16.96,2101.7,,-1.0
28733,GOM Sonangol Point Block 78 — G02941,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28734,GOM Sonangol Point Block 81 — G16492,USA,Federal Offshore Lease — Expired,16.96,2101.7,,-1.0
28735,GOM Sonangol Point Block 92 — G12082,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28736,GOM Sonangol Point Block 92 — G13953,USA,Federal Offshore Lease — Expired,16.96,2101.7,,-1.0
28737,GOM GOM CC Block 570 — G05083,USA,Federal Offshore Lease — Expired,16.96,2101.7,,-1.0
28738,GOM GOM CC Block 656 — G04129,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28739,GOM GOM PI Block 41 — G19247,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28740,GOM GOM PI Block 126 — G20809,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28741,GOM GOM PI Block 171 — G17487,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28742,GOM GOM PI Block 175 — G07516,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28743,GOM GOM PI Block 213 — G20814,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28744,GOM GOM PI Block 259 — G19251,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28745,GOM GOM PI Block 298 — G09244,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28746,GOM GOM PI Block 437 — G14238,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28747,GOM GOM PI Block 563 — G07520,USA,Federal Offshore Lease — Expired,16.96,2101.7,,-1.0
